,set_num,name,year,theme_id,num_parts
6266,6495-1,Time Tunnelator,1997,464,81
6267,6496-1,Whirling Time Warper,1997,464,158
6268,6497-1,Twisted Time Train,1997,464,300
6269,6498-1,Go-Kart,1999,82,22
6270,6499-1,Time Tunnelator,1997,464,82
6274,65028-1,Star Wars Co-Pack of 7115 7124 and 7141,2001,166,3
6275,65030-1,Star Wars Co-Pack of 7104 and 7144,2001,169,2
6277,65034-1,Star Wars Co-Pack of 7121 and 7161,2001,166,2
6281,65062-1,Racers Turbo Pack,2002,113,2
6283,65071-1,Dual Pack: Lehvak & Pahrak,2002,328,3
6284,6508-1,Wave Racer,1990,77,37
6285,65081-1,R2-D2 8009 / C-3PO 8007 Droid Collectors Set,2002,18,3
6286,6509-1,Red Devil Racer,1991,82,39
6287,6510-1,Mud Runner,1991,82,34
6288,65106-1,Episode II Co-Pack (contains 7103 7113),2002,167,2
6289,65109-1,Pahrak Nuhvok Gahlok Co-Pack,2002,328,3
6291,65110-1,Kohrak Lehvak Tahnok Co-Pack,2002,328,3
6292,6511-1,Rescue Runabout,1992,74,38
6293,6512-1,Landscape Loader,1992,72,37
6294,65127-1,Bohrok Co-Pack (contains 8560 8561 8563),2002,328,3
6295,65128-1,Bohrok Co-Pack (contains 8562 8564 8565),2002,328,3
6296,6513-1,Glade Runner,1993,77,31
6297,6514-1,Trail Ranger,1994,83,36
6298,65145-1,X-wing Fighter / TIE Fighter & Y-wing Collectors Set,2002,169,2
6299,6515-1,Stunt Copter,1994,68,34
6300,65153-1,Jango Fett's Slave I (Set 7153) with Carrying Case,2002,167,1
6301,6516-1,Moon Walker,1995,88,34
6302,6517-1,Water Jet,1996,77,28
6303,6518-1,Baja Buggy,1996,71,37
6304,65182-1,Slammer Stadium,2003,461,25
6305,65186-1,Bohrok 3-pack (contains 8560 8561 8564),2002,328,3
6306,6519-1,Turbo Tiger,2000,91,46
6307,6520-1,Mobile Outpost,2000,51,218
6311,65221-1,Streetball 2 vs 2 (box with mini basketball),2003,459,2
6312,65229-1,Rahkshi Co-Pack 1,2003,344,3
6313,65230-1,Rahkshi Co-Pack 2,2003,344,3
6316,6525-1,Blaze Commander,1995,74,49
6317,65258-1,Power Chamber with Gahlok Tahnok Va Pahrak Va and Gahlok Va,2003,324,4
6320,65277-1,Rahkshi Kaita Za Pack (Includes Turahk Lerahk Kurahk and Tahnok Va),2003,324,4
6322,6529-1,Ultra Light I,1990,68,35
6323,65295-1,Matoro and Kopeke Twin Pack with Gold Avohkii,2003,335,3
6324,65296-1,Hewkii and Hahli Twin Pack with Gold Avohkii,2003,335,3
6325,65297-1,Hafu and Macku Twin Pack with Gold Avohkii,2003,335,3
6326,6530-1,Sport Coupe,1990,85,43
6328,6531-1,Flame Chaser,1991,74,56
6329,6532-1,Diesel Dumper,1991,72,47
6330,6533-1,Police 4x4,1992,80,62
6331,65340-1,Dumper and Front End Loader Co-Pack (contains 8451 and 8453),2004,7,2
6332,6534-1,Beach Bandit,1992,83,44
6333,6535-1,Dumper,1995,72,42
6334,6536-1,Aero Hawk,1993,68,48
6335,65362-1,Jewels-n-Rings Click-N-Store Jewelry Set Co-Pack (7507 with jewelry box),2004,500,2
6336,65363-1,Jewels-n-Bands Click-N-Store Jewelry Set Co-Pack (7508 with jewelry box),2004,500,2
6337,65364-1,Jewels-n-Clips Click-N-Store Jewelry Set Co-Pack (7509 with jewelry box),2004,500,2
6338,6537-1,Hydro Racer,1994,77,50
6339,6538-1,Rebel Roadster,1994,85,57
6340,6539-1,Victory Cup Racers,1993,82,459
6341,6540-1,Pier Police,1991,77,358
6343,6541-1,Intercoastal Seaport,1991,77,552
6344,6542-1,Launch & Load Seaport,1991,77,1078
6345,6543-1,Sail N' Fly Marina,1994,77,709
6346,6544-1,Shuttle Transcon 2,1995,88,346
6347,6545-1,Search N' Rescue,1996,80,290
6348,6546-1,Slick Racer,1996,82,39
6349,65468-1,Toa Metru Twin Pack with Kanoka and Poster,2004,353,3
6350,6547-1,Fun Fair,1997,90,204
6351,6548-1,Octan Gas Station,1997,99,127
6352,6549-1,Roadblock Runners,1997,103,181
6353,6550-1,Outback Racer,1997,89,48
6355,6551-1,Checkered Flag 500,1992,82,192
6356,65514-1,Matoran / Vahki Co-Pack 1 (contains 8607 8611 8614 8616 8618),2004,324,5
6357,65515-1,Matoran / Vahki Co-Pack 2 (contains 8610 8612 8615 8617 8619),2004,324,5
6358,65518-1,"Spider-Man Co-Pack 1 (4853, 4857)",2004,488,2
6359,6552-1,Rocky River Retreat,1993,83,241
6360,65524-1,Hogwarts Express (2nd edition) Co-Pack (contains 10132 4515 4520),2004,250,3
6361,65527-1,Vladek's Attack,2004,198,2
6362,6553-1,Crisis News Crew,1997,89,135
6363,65535-1,X-Pod Play Off Game Pack,2004,478,7
6364,65537-1,Classic Freight Train,2004,238,0
6365,6554-1,Blaze Brigade,1997,98,261
6366,65542-1,Click-N-Store Jewelry Set Co-Pack (7514 with jewelry box),2004,500,2
6367,65545-1,Ta-Metru Collector's Pack,2004,324,3
6368,65549-1,Bionicle Bonus Pack (8615 8617 8619 plus three Bionicle Comic books),2004,357,3
6369,6555-1,Sea Hunter,1997,86,32
6370,6556-1,Scuba Squad,1997,86,76
6371,6557-1,Treasure Hunters,1997,86,143
6372,65572-1,Spider-Man Co-Pack,2005,488,3
6373,65573-1,Rumble Racers,2005,116,4
6374,65579-1,Knights' Kingdom Value Pack 8770 and 8771 with Foam Helmet,2004,198,3
6375,65580-1,Knights' Kingdom Value Pack 8772 and 8774 with Foam Helmet,2004,198,3
6376,6558-1,Shark Cage Cove,1997,86,196
6377,6559-1,Deep Sea Bounty,1997,86,359
6378,6560-1,Diving Expedition Explorer,1997,86,478
6380,6561-1,Hot Rod Club,1994,82,240
6381,6562-1,Gas Stop Shop,1995,76,225
6382,6563-1,Gator Landing,1996,83,237
6383,6564-1,Recycle Truck,1997,103,35
6384,65642-1,The Grand Tournament Limited Edition Value Pack,2004,198,3
6385,6565-1,Construction Crew,1997,97,78
6386,6566-1,Bank,1997,103,106
6387,6567-1,Speed Splash,1998,87,28
6388,6568-1,Drag Race Rally,1998,87,291
6389,6569-1,Polar Scout,2000,51,2
6390,6570-1,Snowmobile,1998,51,43
6392,6571-1,Flame Fighters,1994,74,433
6393,65716-1,Limited Edition Collector Pack with Vohtarak Sidorak and Life-Size Toa Hordika Mask (8742 8756),2004,324,3
6394,6572-1,Wind Runners,1998,87,52
6395,6573-1,Arctic Expedition,2000,51,120
6396,65743-1,City Construction Value Pack (7246 7242 7248),2005,56,0
6397,6575-1,Polar Base,2000,51,440
6398,65757-1,Special Edition Guardian Toa (8762/8763),2005,349,2
6399,6576-1,Sledge,1998,51,24
6400,65767-1,Attack from the Sea,2005,198,2
6401,65768-1,Jayko Value Pack 8783 and 8772 with Sword and Helmet,2005,198,4
6402,65769-1,Vladek Value Pack,2005,198,4
6403,6577-1,Snow Scooter,2000,51,20
6404,65771-1,Episode III Collectors' Set,2005,168,5
6405,65777-1,City Fire Value Pack (7238 7239 7240 7241),2005,58,0
6406,6578-1,Polar Explorer,2000,51,22
6407,6579-1,Ice Surfer,2000,51,42
6408,65799-1,City Fire Station Value Pack,2005,58,0
6409,65800-1,City Construction Set Value Pack,2005,56,0
6410,6580-1,Land Jet 7,1998,87,114
6411,65801-1,Trains Value Pack,2005,239,0
6412,65808-1,Toa Hordika Value Pack,2005,324,4
6414,6581-1,Dig 'N' Dump,1996,72,128
6415,65813-1,Special Edition Co-Pack with Sidorak and Toa Iruini (8756 8762),2005,324,2
6416,6582-1,Daredevil Flight Squad,1998,87,287
6417,6584-1,Extreme Team Challenge,1998,87,357
6418,65844-1,Star Wars Co-Pack of 7255 4492 and 4494,2005,168,3
6419,65845-1,Star Wars Co-Pack of 7256 4492 and 4494,2005,168,3
6420,65849-1,Bionicle Co-Pack (contains 8758 and 851097),2005,341,2
6421,6585-1,Hang-Glider,1998,87,19
6422,65851-1,Knights Kingdom II Co-Pack (contains 8876 and life size sword),2005,198,2
6423,6586-1,Polar Scout,2000,51,55
6424,6589-1,Radical Racer,1998,87,83
6428,6592-1,Vacation Hideaway,1990,69,116
6429,6593-1,Blaze Battler,1991,74,126
6430,6594-1,Gas Transit,1992,76,123
6431,6595-1,Surf Shack,1993,83,93
6432,6596-1,Wave Master,1995,77,133
6433,6597-1,Century Skyway,1994,68,905
6434,6598-1,Metro PD Station,1996,80,567
6435,6599-1,Shark Attack,1997,86,58
6437,6600-2,Highway Construction,2000,97,316
6441,6602-2,Scorpion Buggy,2000,91,78
6452,66116-1,City Emergency Services Vehicles (Multipack),2006,52,0
6453,66117-1,Offre Speciale (7235 7236 7238 7241),2007,52,0
6456,66138-1,Toa Hordika Collection,2005,350,6
6457,6614-1,Launch Evac 1,1995,88,122
6458,6615-1,Eagle Stunt Flyer,1996,68,75
6459,66156-1,Airport Value Pack (TRU Exclusive),2006,53,4
6460,6616-1,Rocket Dragster,2000,91,146
6461,6617-1,Tough Truck Rally,2000,91,387
6462,66174-1,Lego Firemen Bundle,2006,58,0
6463,66175-1,City Rescue Pack,2007,52,0
6464,66177-1,City Rescue Pack,2007,52,0
6465,6618-1,Blue Racer,2000,91,23
6466,66188-1,Creative Building Set,2007,37,2
6467,6619-1,Red Four Wheel Driver,2000,91,20
6468,66193-1,City Super Pack (7890 7892 7902 7903),2007,60,0
6469,66194-1,City Super Pack (7246 7248 7905 7990),2007,56,0
6470,66195-1,City Super Pack (7238 7239 7241 7942 7945),2007,58,0
6471,6620-1,Ultimate Accessory Set 500,2006,346,507
6472,66207-1,Gift Set,2006,351,2
6473,66208-1,Mr. Magoriums big book (Mr. Magorium's Wonder Emporium),2007,23,9
6477,66221-1,X-wing Fighter and Luke Pilot Maquette Co-Pack (TRU Exclusive),2007,169,1
6478,66225-1,Gift Set,2007,389,2
6480,66237-1,Build & Play Value Pack,2008,37,2
6481,66239-1,City Super Pack 4 in 1 (7898 7997 7895 7896),2007,240,4
6483,66246-1,City Super Pack (7235 7245 7743),2008,61,3
6484,66247-1,City Super Pack (7741 7890 7942),2008,52,0
6485,6625-1,Speed Trackers,1996,80,65
6486,66255-1,City Super Pack 6 in 1 (7235 7236 7741 7890 7942 7945),2008,52,0
6487,66256-1,City Super Pack (7242 7733 7990 7991),2008,52,0
6488,66257-1,City Super Pack 4 in 1 (7235 7236 7741 7744),2008,61,4
6489,66258-1,City Super Pack (7990 7991 7993),2008,52,3
6490,66260-1,City Super Pack (7733 7734 7992),2008,54,3
6492,6626-2,Snow Scooter,2000,51,20
6496,66282-1,City Police Co-Pack,2008,61,2
6497,66284-1,LEGO Build and Play Value Pack,2009,37,2
6498,66290-1,City Super Pack 4 in 1 (4210 7736 7737 7738),2008,55,4
6501,66305-1,City Super Pack 3 in 1 (7235 7245 7743),2009,61,3
6502,66306-1,City Super Pack 3 in 1 (7736 7737 7738),2009,55,3
6503,66307-1,City Super Pack (7245 7732 8401),2009,52,3
6504,66308-1,Star Wars Super Pack 3 in 1 (7667 7668 8017),2009,169,3
6507,66311-1,LEGO Creative Value Pack (TRU Exclusive),2010,37,2
6508,66318-1,Technic Super Pack 4 in 1 (8259 8290 8293 8294),2009,7,4
6509,66319-1,Power Miners Super Pack 3 in 1 (8709 8958 8959),2009,439,3
6511,66325-1,City Super Pack 4 in 1 (7898 7997 7895 7896),2009,240,4
6512,66326-1,City Super Pack 4 in 1 (7239 7245 8401 7638),2009,52,0
6513,66328-1,City Super Pack 6 in 1 (7630 5610 5612 5613 7942 7236),2009,52,0
6514,66329-1,City Super Pack 3 in 1 (7236 7741 7942),2009,52,3
6515,66330-1,City Super Pack 5 in 1 (7632 7746 7990 8401 5620),2009,52,5
6517,66331-1,City Super Pack 3 in 1 (7630 7633 7990),2009,56,3
6519,66341-1,Star Wars Super Pack 3 in 1 (8014 8015 8091),2010,165,3
6520,66342-1,City Super Pack 3 in 1 (7213 7241 7942),2010,58,0
6521,66345-1,City Super Pack 4 in 1 (3177 7241 7634 7638),2010,52,0
6522,66357-1,City Super Pack 4 in 1 (7208 7239 7241 7942),2010,58,0
6523,66358-1,City Super Pack 3 in 1 (7634 7635 7684),2010,57,3
6524,66359-1,Technic Super Pack 4 in 1 (8049 8259 8260 8293),2010,1,4
6525,66360-1,City Super Pack 4 in 1 (7207 7213 7241 7942),2010,58,0
6526,6636-1,Police Headquarters,2002,100,291
6527,66362-1,City Super Pack 4 in 1 (3177 3179 8401 8402),2010,52,4
6528,66363-1,City Super Pack 4 in 1 (7235 7236 7245 7741),2010,61,4
6529,66364-1,Star Wars Super Pack 3 in 1 (7749 8083 8084),2010,169,3
6530,66365-1,Atlantis Super Pack 4 in 1 (8057 8058 8059 8080),2010,315,4
6531,66366-1,Star Wars Super Pack  3 in 1 (8089 8083 7749),2010,169,3
6532,66368-1,Star Wars Super Pack 3 in 1 (8083 8084 8092),2010,169,3
6533,6637-1,Ultimate Battle Set,2005,346,5
6534,66373-1,Fun Favor Pack,2010,22,0
6535,66374-1,City Super Pack 4 in 1 (7895 7896 7937 7939),2010,233,4
6540,6638-1,Ultimate Creatures Accessory Set (Special Edition) 300+ Pieces,2006,346,287
6546,6639-1,Raven Racer,1995,82,70
6553,66405-1,City Super Pack 4 in 1 (7939 7937 7499 7895),2010,233,4
6573,6644-1,Road Rebel,1990,85,72
6578,6645-1,Street Sweeper,1991,85,65
6581,6646-1,Screaming Patriot,1991,82,65
6584,6648-1,Mag Racer,1992,82,61
6586,6649-1,Street Sweeper,1995,85,63
6606,6662-1,Backhoe,1992,72,87
6607,6663-1,Wave Rebel,1993,77,78
6608,6664-1,Chopper Cops,1993,80,71
6609,6665-1,River Runners,1994,83,77
6610,6666-1,Ambulance,1994,78,78
6611,6667-1,Pothole Patcher,1993,85,97
6612,6668-1,Recycle Truck,1992,85,108
6613,6669-1,Diesel Daredevil,1991,82,90
6614,6670-1,Rescue Rig,1993,85,114
6616,6672-1,Safari Off-Road Vehicle,1990,79,67
6617,6673-1,Solo Trainer,1990,68,74
6623,6679-1,Dark Shark,1991,77,82
6649,6704-1,Minifig Pack,1991,143,44
6650,6705-1,Space Explorers,1994,143,39
6651,6706-1,Frontier Patrol,1997,476,27
6652,6707-1,Green Buggy,2000,91,23
6653,6709-1,Tribal Chief,1997,477,16
6654,670F-1,Wheels Pack,2004,119,10
6655,6710-1,Space Landing Pads,1991,143,2
6658,6712-1,Sheriff's Showdown,1996,476,28
6659,6713-1,Grip 'n' Go Challenge,2000,91,283
6660,6714-1,Speed Dragster,2000,91,80
6661,6716-1,Covered Wagon,1996,476,65
6662,6718-1,Raindance Ridge,1997,477,73
6663,6719-1,Brachiosaurus,2001,386,25
6664,671F-1,Antenna Pack,2004,119,13
6665,6720-1,Tyrannosaurus Rex,2001,386,23
6667,6721-1,Mosasaurus,2001,386,26
6668,6722-1,Styracosaurus,2001,386,19
6670,6731-1,Skateboarding Pepper,2002,407,13
6671,6732-1,Brickster's Trike,2002,407,17
6672,6733-1,Snap's Cruiser,2002,407,19
6673,6734-1,Beach Cruiser,2002,407,54
6674,6735-1,Air Chase,2002,407,85
6675,6736-1,Beach Lookout,2002,407,88
6676,6737-1,Wake Rider (Wave Catcher),2002,407,92
6677,6738-1,Skateboard Challenge,2002,407,116
6678,6739-1,Truck and Stunt Trikes,2002,407,198
6679,673F-1,Gearbox Pack,2004,119,6
6680,6740-1,Tower,2002,407,332
6682,6741-1,Mini Jet,2009,24,63
6683,6742-1,Mini Off-Roader,2009,22,64
6684,6743-1,Street Speeder,2009,39,165
6685,6745-1,Propellor Power,2009,42,247
6686,6746-1,Chief's Tepee,1997,477,135
6687,6747-1,Race Rider,2009,41,266
6688,6748-1,Boulder Cliff Canyon,1997,477,256
6691,6751-1,Fiery Legend,2009,40,479
6692,6752-1,Fire Truck,2009,47,771
6693,6753-1,Highway Transport,2009,39,1294
6694,6754-1,Family Home,2009,43,978
6695,6755-1,Sheriff's Lock-Up,1996,476,177
6699,6761-1,Bandit's Secret Hide-Out,1996,476,249
6700,6762-1,Fort Legoredo,2002,476,687
6701,6763-1,Rapid River Village,2002,477,354
6702,6764-1,Sheriff's Lock-Up,2002,476,176
6703,6765-1,Gold City Junction,1996,476,351
6704,6766-1,Rapid River Village,1997,477,354
6705,6769-1,Fort Legoredo,1996,476,687
6708,6771-1,Ogel Command Striker,2001,304,29
6709,6772-1,Alpha Team Cruiser,2001,304,56
6710,6773-1,Alpha Team Helicopter,2001,304,78
6711,6774-1,Alpha Team ATV,2001,304,134
6712,6775-1,Alpha Team Bomb Squad,2001,304,191
6713,6776-1,Ogel Control Center,2001,304,414
6719,6790-1,Bandit's Wheelgun (Boxed),1997,476,20
6720,6791-1,Bandit's Wheelgun,1997,476,20
6721,6799-1,Showdown Canyon,1997,476,74
6722,6800-1,Cyber Blaster,1997,144,20
6735,6811-1,Pulsar Charger,1990,136,26
6736,6812-1,Grid Trekkor,1991,129,25
6737,6813-1,Galactic Chief,1993,140,24
6738,6814-1,Ice Tunnelator,1993,133,25
6739,6815-1,Hovertron,1996,131,27
6740,6816-1,Cyber Blaster,1997,144,20
6741,6817-1,Beta Buzzer,1998,134,32
6742,6818-1,Cyborg Scout,1997,144,36
6753,6829-1,Radon Rover,1997,144,53
6757,6832-1,Super Nova II,1991,129,42
6758,6833-1,Beacon Tracer,1990,136,40
6759,6834-1,Celestial Sled,1993,133,55
6760,6835-1,Saucer Scout,1994,142,47
6761,6836-1,V-Wing Fighter,1997,144,40
6762,6837-1,Cosmic Creeper,1998,134,57
6776,6851-1,Tri-Wheeled Tyrax,1991,129,38
6778,6852-1,Sonar Security,1993,140,61
6779,6854-1,Alien Fossilizer,1996,131,51
6780,6856-1,Planetary Decoder,1996,131,78
6786,6861-2,Super Model Building Instruction,1993,129,1
6787,6862-1,Secret Space Voyager,1991,136,254
6804,6877-1,Vector Detector,1990,136,62
6805,6878-1,Sub Orbital Guardian,1991,129,75
6806,6879-1,Blizzard Baron,1993,133,83
6815,6887-1,Allied Avenger,1991,129,100
6816,6889-1,Recon Robot,1994,142,136
6824,6896-1,Celestial Forager,1990,136,92
6825,6897-1,Rebel Hunter,1992,140,146
6826,6898-1,Ice-Sat V,1993,133,136
6827,6899-1,Nebula Outpost,1996,131,156
6828,6900-1,Cyber Saucer,1997,144,112
6831,6901-2,Space Plane,1998,144,20
6832,6902-1,Space Plane,1998,144,20
6833,6903-1,Bug Blaster,1998,134,24
6834,6905-1,Bi-Wing Blaster,1998,134,112
6835,6907-1,Sonic Stinger,1998,134,95
6836,6909-1,Sonic Stinger with Promotional Mask,1998,134,96
6843,6915-1,Warp Wing Fighter,1997,144,234
6845,6919-1,Planetary Prowler,1998,134,248
6848,6923-1,Particle Ionizer,1990,136,192
6858,6933-1,Spectral Starguider,1991,129,212
6859,6934-1,BIONICLE Good Guy Polybag (Disney Promotional Sweden),2006,324,16
6860,6935-1,BIONICLE Bad Guy (Disney Promotional Sweden),2006,324,16
6861,6936-1,Piraka & Catapult,2007,324,20
6862,6937-1,Give Away,2006,324,2
6863,6938-1,Scorpion Detector,1996,131,196
6864,6939-1,Saucer Centurion,1994,142,222
6868,6942-1,Zo Weevil,1999,134,20
6869,6943-1,Zo Weevil,1999,134,20
6870,6944-1,Good Guy 07,2007,324,20
6871,6945-1,Bad Guy,2007,324,25
6872,6946-1,Squid Launcher Function,2007,324,23
6873,6949-1,Robo-Guardian,1994,142,366
6881,6956-1,Stellar Recon Voyager,1990,136,233
6882,6957-1,Solar Snooper,1992,140,253
6883,6958-1,Android Base,1996,131,268
6884,6959-1,Lunar Launch Site,1994,142,287
6886,6963-1,X-wing Fighter - Mini (Kabaya Box),2004,159,41
6887,6963-2,X-wing Fighter - Mini (Polybag),2004,159,41
6888,6964-1,Boba Fett's Slave I - Mini (Kabaya Box),2004,159,25
6889,6964-2,Boba Fett's Slave I - Mini (Polybag),2004,159,25
6890,6965-1,TIE Interceptor - Mini (Kabaya Box),2004,159,32
6891,6965-2,TIE Interceptor - Mini (Polybag),2005,163,32
6892,6966-1,Jedi Starfighter - Mini,2005,159,38
6893,6966-2,Jedi Starfighter - Mini - Korean Duracell promo package with 8 AA batteries,2005,159,38
6894,6967-1,ARC-170 Starfighter - Mini,2005,159,42
6895,6967-2,ARC-170 Starfighter - Mini - Korean Duracell promo package with 8 AA batteries,2005,159,42
6896,6968-1,Mini Wookiee Attack,2005,159,48
6897,6969-1,Celestial Stinger,1998,134,253
6901,697-2,Idea Book 697,1997,497,2
6903,6973-1,Deep Freeze Defender,1993,133,417
6904,6975-1,Alien Avenger,1997,144,370
6905,6977-1,Arachnoid Star Base,1998,134,434
6906,6979-1,Interstellar Starfighter,1997,144,291
6909,6981-1,Aerial Intruder,1991,129,267
6910,6982-1,Explorien Starship,1996,131,658
6911,6983-1,Ice Station Odyssey,1993,133,345
6912,6984-1,Galactic Mediator,1992,140,406
6917,6988-1,Alpha Centauri Outpost,1991,129,406
6918,6989-1,Mega Core Magnetizer,1990,136,509
6921,6991-1,Monorail Transport Base,1994,145,571
6922,6999-1,Cyber Saucer,1997,144,113
6924,7000-1,Baby Ankylosaurus,2001,386,37
6936,7001-1,Baby Iguanodon,2001,386,23
6948,7002-1,Baby Brachiosaurus,2001,386,31
6952,7003-1,Baby Dimetrodon,2001,386,20
6955,7009-1,The Final Joust,2007,193,62
7022,7015-1,Viking Warrior challenges the Fenris Wolf,2005,474,76
7027,7016-1,Viking Boat against the Wyvern Dragon,2005,474,111
7038,7017-1,Viking Catapult versus the Nidhogg Dragon,2005,474,224
7042,7018-1,Viking Ship challenges the Midgard Serpent,2005,474,581
7043,7019-1,Viking Fortress against the Fafnir Dragon,2005,474,1040
7045,7020-1,Army of Vikings with Heavy Artillery Wagon,2006,474,270
7057,7021-1,Viking Double Catapult versus the Armored Ofnir Dragon,2006,474,486
7074,7029-1,Skeleton Ship Attack,2007,193,629
7075,7030-1,Squad Car,2003,111,51
7078,7031-1,Helicopter,2003,111,87
7089,7032-1,Highway Patrol & Undercover Van,2003,111,153
7099,7033-1,Armored Car Action,2003,111,179
7109,7034-1,Surveillance Truck,2003,111,260
7114,7035-1,Police HQ,2003,111,422
7119,7036-1,Dwarves' Mine,2008,193,569
7125,7037-1,Tower Raid,2008,193,364
7127,7038-1,Troll Assault Wagon,2008,193,161
7129,7040-1,Dwarves' Mine Defender,2008,193,86
7137,7041-1,Troll Battle Wheel,2008,193,505
7141,7042-1,Dune Patrol,2004,107,37
7142,7043-1,Firefighter,2004,108,68
7144,7044-1,Rescue Chopper,2004,107,205
7145,7045-1,Hovercraft Hideout,2003,110,273
7146,7046-1,Fire Command Craft,2004,108,271
7147,7047-1,Coast Watch HQ,2003,107,366
7148,7048-1,Troll Warship,2008,193,490
7191,7070-1,Catapult Raft,2004,286,23
7202,7071-1,Treasure Island,2004,286,30
7204,7072-1,Captain Kragg's Pirate Boat,2004,286,41
7214,7073-1,Pirate Dock,2004,286,63
7225,7074-1,Skull Island,2004,286,81
7236,7075-1,Captain Redbeard's Pirate Ship,2004,286,139
7238,7075-2,Captain Redbeard's Pirate Ship - Limited Edition with Motor,2004,286,2
7247,7078-1,King's Battle Chariot,2009,193,103
7258,7079-1,Drawbridge Defense,2009,193,337
7265,7080-1,Scurvy Dog and Crocodile,2004,286,7
7277,7081-1,Harry Hardtack and Monkey,2004,286,10
7287,7082-1,Cannonball Jimmy and Shark,2004,286,7
7290,7090-1,Crossbow Attack,2007,193,54
7304,7091-1,Knights' Catapult Defense,2007,193,123
7312,7092-1,Skeletons' Prison Carriage,2007,193,193
7313,7093-1,Skeleton Tower,2007,193,401
7314,7094-1,King's Castle Siege,2007,193,921
7315,7097-1,Trolls' Mountain Fortress,2009,193,843
7316,7099-1,Accessory Motor for Boats,2004,289,1
7492,7101-1,Lightsaber Duel,1999,166,52
7607,7103-1,Jedi Duel,2002,167,82
7609,7104-1,Desert Skiff,2000,169,55
7612,7106-1,Droid Escape,2001,169,45
7613,7110-1,Landspeeder,1999,169,49
7615,7111-1,Droid Fighter,1999,166,62
7616,7113-1,Tusken Raider Encounter,2002,167,93
7617,7115-1,Gungan Patrol,2000,166,79
7618,7116-1,Tahu,2010,345,19
7620,7117-1,Gresh,2010,345,19
7625,7119-1,Twin-Pod Cloud Car,2002,169,118
7637,7121-1,Naboo Swamp,1999,166,82
7665,7124-1,Flash Speeder,2000,166,107
7678,7126-1,Battle Droid Carrier,2001,166,133
7679,7127-1,Imperial AT-ST,2001,169,107
7680,7128-1,Speeder Bikes,1999,169,93
7684,7130-1,Snowspeeder,1999,169,217
7695,7131-1,Anakin's Podracer,1999,166,136
7702,7133-1,Bounty Hunter Pursuit,2002,167,254
7704,7134-1,A-wing Fighter,2000,169,125
7706,7135-1,Takanuva,2010,345,21
7707,7136-1,Skrall,2010,345,21
7708,7137-1,Piraka,2010,345,15
7709,7138-1,Rahkshi,2010,345,18
7710,7139-1,Ewok Attack,2002,169,121
7711,7140-1,X-wing Fighter,1999,169,271
7712,7141-1,Naboo Fighter,1999,166,179
7713,7142-1,X-wing Fighter (re-release of 7140),2002,169,273
7714,7143-1,Jedi Starfighter,2002,167,139
7715,7144-1,Slave I,2000,169,166
7716,7145-1,Von Nebula,2010,403,156
7717,7146-1,TIE Fighter,2001,169,171
7718,7147-1,Xplode,2010,403,45
7719,7148-1,Meltdown,2010,403,49
7720,7150-1,TIE Fighter & Y-wing,1999,169,410
7721,715-1,Basic Building Set,1990,467,410
7722,7151-1,Sith Infiltrator,1999,166,244
7723,7152-1,TIE Fighter & Y-wing (re-release of 7150),2002,169,411
7724,7153-1,Jango Fett's Slave I,2002,167,360
7725,7155-1,Trade Federation AAT,2000,166,159
7726,7156-1,Corroder,2010,403,39
7727,7157-1,Thunder,2010,403,46
7728,7158-1,Furno Bike,2010,402,165
7729,7159-1,Star Wars Podracing Bucket,2000,166,292
7730,7160-1,Drop Ship,2010,402,393
7731,7161-1,Gungan Sub,1999,166,379
7732,7162-1,Rotor,2010,403,144
7733,7163-1,Republic Gunship,2002,167,697
7734,7164-1,Preston Stormer,2010,401,17
7735,7165-1,Natalie Breez,2010,401,19
7736,7166-1,Imperial Shuttle,2001,169,238
7737,7167-1,William Furno,2010,401,19
7738,7168-1,Dunkan Bulk,2010,401,17
7739,7169-1,Mark Surge,2010,401,19
7740,7170-2,Jimi Stringer,2010,401,17
7741,7171-1,Mos Espa Podrace,1999,166,913
7742,7172-1,Apple,2007,22,10
7743,7173-1,Pear,2007,22,10
7744,7174-1,Banana,2007,22,8
7745,7175-1,Grapes,2007,22,10
7746,7176-1,Watermelon - Capespan Promotional,2007,33,21
7747,7177-1,Orange,2007,22,8
7748,7178-1,Chef,2007,22,5
7749,7179-1,Dunkan Bulk and Vapor,2010,401,89
7750,7180-1,B-wing at Rebel Control Center,2000,169,346
7751,7181-1,TIE Interceptor - UCS,2000,174,702
7752,7184-1,Trade Federation MTT,2000,166,466
7753,7186-1,Watto's Junkyard,2001,166,449
7757,7190-1,Millennium Falcon,2000,169,671
7758,7191-1,X-wing Fighter - UCS,2000,174,1302
7759,7194-1,Yoda,2002,158,1076
7760,7195-1,Ambush in Cairo,2009,267,79
7761,7196-1,Chauchilla Cemetery Battle,2009,265,188
7762,7197-1,Venice Canal Chase,2009,266,420
7763,7198-1,Fighter Plane Attack,2009,266,383
7764,7199-1,Temple of Doom,2009,268,652
7766,7200-1,Final Duel I,2002,169,32
7768,7201-1,Final Duel II,2002,169,26
7770,7203-1,Jedi Defense I,2002,166,59
7771,7204-1,Jedi Defense II,2002,166,53
7772,7206-1,Fire Helicopter,2010,58,341
7773,7207-1,Fire Boat,2010,58,305
7774,7208-1,Fire Station,2010,58,644
7775,7209-1,Pteranodon,2004,204,28
